name,massif,lat,lon,denivele_positif,exposition,difficulty_ski,url
"Pointe du Mont du Fût, Face SW en boucle par Valbuche",Lauzière - Cheval Noir,45.3659,6.3625,1600,SW,4.2,https://skitour.fr/topos/1103
"Jas des Lievres, Face sud",Belledonne,45.2327,5.98874,1250,S,3.2,https://skitour.fr/topos/1104
"Aiguillette des Houches, Combe de la Vogealle",Haut Giffre - Aiguilles Rouges,45.9059,6.7908,965,NW,3.3,https://skitour.fr/topos/1105
"Puy Brunet, Cirque de Grandval",Massif Central,45.0535,2.79388,950,SE,2.3,https://skitour.fr/topos/1106
"Faux Gros Villan, Couloirs SW et S",Lauzière - Cheval Noir,45.423,6.3596,1300,S,4.3,https://skitour.fr/topos/1107
"Grand Muveran, Face Sud",Alpes Vaudoises,46.2028,7.16117,1700,S,4.3,https://skitour.fr/topos/1108
"Pointe Noire de Pormenaz, Couloir en Y",Haut Giffre - Aiguilles Rouges,45.9509,6.74,1000,NW,5.1,https://skitour.fr/topos/1128
"Cime de Juisse, Combe Ouest dite &quot;Petit couloir de Juisse&quot;",Mercantour - Alpes Maritimes Italiennes,44.1133,7.28947,1100,W,3.2,https://skitour.fr/topos/1129
"Pic de Barlet, Couloirs E et NE",Belledonne,45.2327,5.98874,1250,E,4.1,https://skitour.fr/topos/1130
"Crève Tête (antécime N), NW",Lauzière - Cheval Noir,45.468,6.4551,1000,N,2.1,https://skitour.fr/topos/1132
"Pic de Barlet, Face NNW",Belledonne,45.2327,5.98874,1200,N,4.1,https://skitour.fr/topos/1135
"Rocher Rond, Tour et sommet",Devoluy,44.6758,5.757,1800,T,3.3,https://skitour.fr/topos/1137
"Col du Rasoir, combe SE",Bornes - Aravis,45.9774,6.4691,860,SE,2.3,https://skitour.fr/topos/1138
"Col des Fontaines, face Sud",Belledonne,45.2904,6.21708,1340,S,2.3,https://skitour.fr/topos/1139
"Pointe d'Archeboc, traversée par le col de l'Argentière",Alpes Grées N,45.5462,6.9133,1530,T,4.1,https://skitour.fr/topos/1142
"Les Mayes, Versant Sud",Taillefer - Matheysine,45.0101,5.89431,1600,S,3.3,https://skitour.fr/topos/1145
"Grand Parra, la Rampe Dérobée",Bauges,45.6385,6.19243,1230,N,4.2,https://skitour.fr/topos/1146
"Grand Miceau, Couloir Sud",Belledonne,45.3718,6.25654,1700,S,3.3,https://skitour.fr/topos/1147
"Cima delle Saline, Sud",Mercantour - Alpes Maritimes Italiennes,44.1477,7.73435,1244,S,3.1,https://skitour.fr/topos/1148
"Puy Griou, par le col de Rombière",Massif Central,45.0895,2.73746,600,NE,3.3,https://skitour.fr/topos/1149
"Tête de Charousse, Ravin des Nex",Chablais - Faucigny,46.3625,6.7682,894,N,4.2,https://skitour.fr/topos/1150
"Mont Gardy, Couloir Nord-ouest",Chablais - Faucigny,46.3625,6.7682,1150,NW,4.2,https://skitour.fr/topos/1151
"Roche de l'Abisse, versant SE depuis Limonetto",Mercantour - Alpes Maritimes Italiennes,44.1659,7.55143,1406,SE,2.2,https://skitour.fr/topos/1154
"Cima Ciotto Mieu, versant E depuis Limonetto",Mercantour - Alpes Maritimes Italiennes,44.1659,7.55143,1028,E,3.1,https://skitour.fr/topos/1155
"Grand Ferrand, circuit de la Jarjatte",Devoluy,44.6758,5.757,1800,S,4.3,https://skitour.fr/topos/1157
"Aiguilles de Chabrières, Couloir Nord-Est",Ecrins,44.5758,6.3618,800,NE,4.2,https://skitour.fr/topos/1158
"Col du Rasoir, combe NW",Bornes - Aravis,46.0039,6.4104,1260,NW,2.2,https://skitour.fr/topos/1159
"Col du Gollachon, Versant Nord",Belledonne,45.3718,6.25654,1100,N,3.2,https://skitour.fr/topos/1160
"Mont Coin, Versant W",Beaufortain,45.6756,6.5784,1270,T,2.2,https://skitour.fr/topos/1161
"Le Grand Bargy, Couloir NO",Bornes - Aravis,46.0237,6.479,950,NW,4.3,https://skitour.fr/topos/1162
"Petit Renaud, Depuis Chantelouve",Ecrins,44.9865,5.9704,1460,S,3.1,https://skitour.fr/topos/1163
"Col de la Pierre, Vallon de la Lescherette",Belledonne,45.3718,6.25654,1400,E,2.2,https://skitour.fr/topos/1164
"Pic du Midi de Bigorre, Face sud par Super Barèges",Mont-Perdu - Gavarnie - Bigorre,42.9054,0.129851,1100,S,3.2,https://skitour.fr/topos/1165
"Pointe de Grande Combe, Face Sud",Bornes - Aravis,45.9605,6.5019,730,S,3.2,https://skitour.fr/topos/1167
"Mailh Bassibé, Par la Chapelle de Houndas",Navarre - Béarn,43.0616,-0.45735,1100,T,2.1,https://skitour.fr/topos/1170
"Tête de l'Aulp, Couloirs N",Bornes - Aravis,45.8373,6.4159,1020,T,4.1,https://skitour.fr/topos/1175
"Croix Ste Marguerite, couloir de l'Aigle",Ecrins,44.9874,6.4816,980,NW,4.1,https://skitour.fr/topos/1176
"Roc Noir de Combeynot, Couloir N Oriental",Ecrins,45.0332,6.4037,1080,N,4.3,https://skitour.fr/topos/1177
"Grand Serre, Crêtes Nord",Taillefer - Matheysine,45.0367,5.811,1140,N,3.2,https://skitour.fr/topos/1178
"Le Lasseron, couloir N",Queyras - Alpes Cozie N,44.8701,6.72585,1060,N,5.1,https://skitour.fr/topos/1179
"Chamechaude, Directe NNW du sommet",Chartreuse,45.29,5.767,756,NW,4.2,https://skitour.fr/topos/1180
"Mont Granier, par les barres de Tencovaz",Chartreuse,45.4635,5.9,960,W,4.1,https://skitour.fr/topos/1182
"Grand Parra, face W",Bauges,45.6385,6.19243,1140,W,3.3,https://skitour.fr/topos/1183
"Pointe du Sifflet, Couloir Nord-Est",Belledonne,45.2327,5.98874,1200,NE,5.1,https://skitour.fr/topos/1184
"Grand Galbert, Couloir de l'Infernet",Taillefer - Matheysine,45.1136,5.9588,1860,N,5.3,https://skitour.fr/topos/1185
"Pointe de Chavasse, Couloir W depuis la Chèvrerie",Chablais - Faucigny,46.2093,6.5761,900,W,5.1,https://skitour.fr/topos/1187
"Brèche du Villonet, traversée  Sud -&gt; Nord",Belledonne,45.2904,6.21708,1550,T,4.1,https://skitour.fr/topos/1190
"Pic Melette, face Sud-Est",Devoluy,44.6042,6.0222,860,SE,2.3,https://skitour.fr/topos/1191
"Croisse Baulet, depuis le Ball-Trap",Bornes - Aravis,45.8703,6.5857,1025,S,2.1,https://skitour.fr/topos/1192
"L'Etale, Triangle 2112m",Bornes - Aravis,45.8518,6.4118,930,NW,5.1,https://skitour.fr/topos/1193
"Pic de la Corne, Couloir NW",Chablais - Faucigny,46.2415,6.6622,1030,NW,4.3,https://skitour.fr/topos/1194
"Mont de Grange, Couloir de Chemine",Chablais - Faucigny,46.2927,6.7813,1450,N,4.3,https://skitour.fr/topos/1195
"Grand Jarnalet, Couloir Nord Est",Belledonne,45.3162,6.25053,1371,NE,4.1,https://skitour.fr/topos/1198
"Puy Redon, versant NO/Envers du Redon",Massif Central,45.542,2.81659,450,NW,3.3,https://skitour.fr/topos/1199
"Monte Vecchio, de Limone",Mercantour - Alpes Maritimes Italiennes,44.1937,7.57152,900,SE,1.1,https://skitour.fr/topos/1200
"Pécloz, Grande Faille en boucle",Bauges,45.6385,6.19243,1650,N,5.2,https://skitour.fr/topos/1202
"Le Piolit, Face Sud-Est",Ecrins,44.5769,6.2783,1000,SE,3.3,https://skitour.fr/topos/1203
"Tête des Ombres, Face Nord",Devoluy,44.7681,5.8891,1420,N,5.2,https://skitour.fr/topos/1204
"La Gardette, en boucle",Ecrins,44.6153,6.3335,800,N,2.1,https://skitour.fr/topos/1205
"La Coupa, versant S-SE",Ecrins,44.6153,6.3335,1160,S,4.1,https://skitour.fr/topos/1206
"Petit Armet, couloir W",Taillefer - Matheysine,44.9834,5.8942,1550,W,5.2,https://skitour.fr/topos/1209
"Col de la Coupa, versant Est",Ecrins,44.6153,6.3335,850,SE,3.1,https://skitour.fr/topos/1214
"Tête de l'Hivernet, par la combe Est",Ecrins,44.603,6.5034,1670,E,3.2,https://skitour.fr/topos/1215
"Col de la Fenêtre, Versant Est",Beaufortain,45.7921,6.7157,1045,E,2.1,https://skitour.fr/topos/1220
"Col du  Belvedère, Traversée SE-NO",Haut Giffre - Aiguilles Rouges,45.9693,6.875,650,NW,4.1,https://skitour.fr/topos/1224
"Tête de Lauranoure, sommet central, Tour",Ecrins,44.9396,6.19116,2000,T,3.3,https://skitour.fr/topos/1227
"Col Jean-Martin, Traversée Est &gt; Ouest",Ecrins,44.9681,6.1542,2080,T,3.2,https://skitour.fr/topos/1228
"Monte Vecchio, Vernante",Mercantour - Alpes Maritimes Italiennes,44.2286,7.51885,1055,NW,2.1,https://skitour.fr/topos/1229
"Grand Ballon, Versant sud-est",Vosges,47.879,7.09019,680,SE,1.3,https://skitour.fr/topos/1230
"Seehorn, normale",Valais E - Alpes Pennines E,46.1842,8.07255,1260,W,2.1,https://skitour.fr/topos/1237
"Crête de l'Arpion, par la forêt de Clot Jarry",Ecrins,44.5756,6.4787,1385,E,2.3,https://skitour.fr/topos/1243
"Pic des Chalanches (Clapeyto), Couloir NE en boucle",Queyras - Alpes Cozie N,44.7944,6.72378,1000,T,4.1,https://skitour.fr/topos/1245
"Bric Costa Rossa, croûpe Costa Testette",Mercantour - Alpes Maritimes Italiennes,44.2184,7.58087,1403,SW,2.3,https://skitour.fr/topos/1247
"Tête de Plate Longe, par le vallon de Rofre",Ubaye - Parpaillon - Alpes Cozie S,44.4514,6.84478,1140,NE,2.2,https://skitour.fr/topos/1248
"Col de Mauvernay, depuis le Pont des Allemands",Chartreuse,45.3551,5.78776,961,N,2.1,https://skitour.fr/topos/1249
"Mont Mézenc, tricotage horaire",Massif Central,44.8994,4.18511,1000,T,4.1,https://skitour.fr/topos/1250
"Tête Dure, Maison-Méane",Ubaye - Parpaillon - Alpes Cozie S,44.4408,6.86435,853,SW,2.1,https://skitour.fr/topos/1251
"Tête de Fer, par le Vallon de Courrouit",Ubaye - Parpaillon - Alpes Cozie S,44.4514,6.84478,1180,N,3.1,https://skitour.fr/topos/1252
"Mont Joigny, Versant sud",Chartreuse,45.4803,5.91499,430,SW,2.3,https://skitour.fr/topos/1253
"La Prouveyrat, versant sud",Ecrins,44.6867,6.2338,870,S,2.3,https://skitour.fr/topos/1254
"Bec de l'Aigle, boucle N -&gt; E",Ubaye - Parpaillon - Alpes Cozie S,44.4514,6.84478,1149,E,3.1,https://skitour.fr/topos/1256
"Tête de Bostan, Couloir de la Virgule",Haut Giffre - Aiguilles Rouges,46.1494,6.7543,1220,NW,5.1,https://skitour.fr/topos/1261
"La Cuquère, versant Est",Devoluy,44.6141,6.0812,690,E,2.3,https://skitour.fr/topos/1262
"Tardevant, Face Nord-Est",Bornes - Aravis,45.9231,6.4836,1100,NE,5.4,https://skitour.fr/topos/1263
"Le Neyrard, En boucle",Ecrins,44.9865,5.9704,1700,NW,3.1,https://skitour.fr/topos/1264
"Pic du Rognolet, couloir N en boucle",Lauzière - Cheval Noir,45.4712,6.4127,1350,N,5.1,https://skitour.fr/topos/1267
"Col Perdu (Bocca Tumasginesca), Versant Nord depuis Asco-Stagnu",Corse,42.4033,8.92283,760,N,2.3,https://skitour.fr/topos/1268
"Pointe de Chalune, Couloir W central",Chablais - Faucigny,46.2093,6.5761,1000,W,4.3,https://skitour.fr/topos/1272
"Pointe des Marmottes Noires, par le pas de la Mule",Lauzière - Cheval Noir,45.5387,6.3727,1180,T,2.3,https://skitour.fr/topos/1274
"Mont Vorassay, Face Nord",Mont Blanc,45.8674,6.76172,900,N,5.1,https://skitour.fr/topos/1275
"Mont Jovet, Par Notre Dame du Pré",Vanoise,45.5098,6.59377,1288,NW,2.2,https://skitour.fr/topos/1277
"Paré de Joux (Pointe E), Couloir Nord-Ouest",Bornes - Aravis,45.9231,6.4836,880,NW,5.3,https://skitour.fr/topos/1278
"Wildhorn, par Iffigenalp",Alpes Bernoises W,46.4162,7.43864,2000,NE,2.1,https://skitour.fr/topos/1279
"Dent de Crolles, Ravin de la Gorgette en boucle",Chartreuse,45.2965,5.84543,1040,SE,4.3,https://skitour.fr/topos/1280
"La Gardette, couloir Nord",Ecrins,44.6153,6.3335,770,N,4.1,https://skitour.fr/topos/1281
"Puy de Cacadogne, boucle est/ouest",Massif Central,45.542,2.81659,970,T,3.1,https://skitour.fr/topos/1282
"Pointe d'Uble, Face W",Chablais - Faucigny,46.162,6.6187,800,NW,3.3,https://skitour.fr/topos/1283
"Monts Jovet, Couloir NW de la Pointe N en boucle",Mont Blanc,45.796,6.71743,1270,NW,4.1,https://skitour.fr/topos/1284
"Col de Côte Belle, Versant Sud",Ecrins,44.8687,6.09229,1030,S,2.3,https://skitour.fr/topos/1285
"Tête de Siguret, Boucle Nord-Est",Ubaye - Parpaillon - Alpes Cozie S,44.4597,6.82797,1470,N,3.2,https://skitour.fr/topos/1289
"Cime de Tavels, Tour et sommet",Mercantour - Alpes Maritimes Italiennes,44.1835,7.16238,1145,T,3.1,https://skitour.fr/topos/1290
"Col des Berches, par le vallon de Lanchâtra",Ecrins,44.9681,6.1542,1770,N,2.3,https://skitour.fr/topos/1292
"Tête de la Cavale, Face Nord Ouest",Devoluy,44.7709,5.7944,1500,NW,4.2,https://skitour.fr/topos/1293
"Pointe Basse de Mary, par le plateau de Tuissier",Ubaye - Parpaillon - Alpes Cozie S,44.593,6.8424,1230,SW,3.1,https://skitour.fr/topos/1294
"La Chalanche, Sud",Ubaye - Parpaillon - Alpes Cozie S,44.4069,6.68119,1400,S,3.1,https://skitour.fr/topos/1295
"Grande Autane, face Sud en boucle",Ecrins,44.6628,6.3179,1560,T,4.1,https://skitour.fr/topos/1296
"Cime du Mercantour, boucle Sud par les vallons du Cavalet et des Erps",Mercantour - Alpes Maritimes Italiennes,44.12,7.27398,1272,S,2.3,https://skitour.fr/topos/1297
"Punta Culaghia, Couloir du col 1980m",Corse,42.4033,8.92283,610,E,2.3,https://skitour.fr/topos/1298
"Grand Pic de la Lauzière, Tour horaire",Lauzière - Cheval Noir,45.423,6.3596,2200,T,4.2,https://skitour.fr/topos/1299
"Col d'Entre Pierroux, depuis le Désert en Valjouffrey",Ecrins,44.8687,6.09229,1900,SW,2.3,https://skitour.fr/topos/1300
"Brèche de la Somme, couloir N",Ecrins,45.0206,6.36941,1800,N,5.2,https://skitour.fr/topos/1302
"Roc de Burel, couloir Sud",Vanoise,45.2997,6.9359,1385,S,4.1,https://skitour.fr/topos/1304
"Pic de Serrère, Estany de Ransol",Andorre - Ariège,42.6121,1.63787,1060,E,2.2,https://skitour.fr/topos/1305
"La Barre Noire, Par la Cabane de Fontouse",Queyras - Alpes Cozie N,44.7444,6.75791,876,T,3.1,https://skitour.fr/topos/1307
"L'Alpet, Versant Ouest",Ubaye - Parpaillon - Alpes Cozie S,44.593,6.8424,970,W,2.3,https://skitour.fr/topos/1308
"Pointe de Roche Noire, par la chapelle des Chambeaux",Grandes Rousses - Arves,45.2859,6.3021,800,E,1.2,https://skitour.fr/topos/1315
"Pointes d'Orient, par le plan des Moutons",Cerces - Thabor - Mont Cenis,45.1207,6.41735,1150,NW,3.3,https://skitour.fr/topos/1318
"Mont de Grange, Couloir du Pertuis",Chablais - Faucigny,46.2927,6.7813,1440,NW,5.1,https://skitour.fr/topos/1319
"Pointe Blanche, Tour de la Pointe Blanche",Bornes - Aravis,45.9774,6.4691,1400,T,3.2,https://skitour.fr/topos/1320
"Mont Clapier, tour et couloir NO",Mercantour - Alpes Maritimes Italiennes,44.0739,7.40056,1789,N,4.2,https://skitour.fr/topos/1321
"Le Tabor, En boucle par l'Oreille du Loup",Taillefer - Matheysine,44.9728,5.8252,1600,T,4.1,https://skitour.fr/topos/1322
"Grand Perron des Encombres, Couloir N en Boucle",Lauzière - Cheval Noir,45.2513,6.4721,1500,T,4.1,https://skitour.fr/topos/1323
"Grand Queyron, versant Sud",Queyras - Alpes Cozie N,44.8218,6.94309,1310,S,3.3,https://skitour.fr/topos/1324
"Tête de Lauranoure, sommet central, Voie Normale",Ecrins,44.9525,6.17686,1990,N,4.1,https://skitour.fr/topos/1325
"Dent de Socques, Par le caillou de Socques",Navarre - Béarn,42.8351,-0.38357,1200,NW,3.3,https://skitour.fr/topos/1326
"Pic de Monfaucon, depuis Payolle",Mont-Perdu - Gavarnie - Bigorre,42.9375,0.295472,1620,N,3.1,https://skitour.fr/topos/1327
"Pointe de la Diablée, face SE en boucle",Ecrins,44.6153,6.3335,1460,SE,4.1,https://skitour.fr/topos/1329
"Tête de Sanguinière, Tour &amp; sommet",Mercantour - Alpes Maritimes Italiennes,44.2834,6.86678,1450,SE,3.1,https://skitour.fr/topos/1330
"Arête de la Ratelle, versant N",Ubaye - Parpaillon - Alpes Cozie S,44.5478,6.62473,1020,N,2.1,https://skitour.fr/topos/1331
"Mont Bégo, depuis les Mesches",Mercantour - Alpes Maritimes Italiennes,44.07,7.52177,1500,SE,2.3,https://skitour.fr/topos/1333
"Mont Sainte Marie, depuis Castérino",Mercantour - Alpes Maritimes Italiennes,44.0981,7.50576,1200,SE,2.2,https://skitour.fr/topos/1334
"Le Rochail, Versant Ouest",Ecrins,44.9865,5.9704,1885,W,3.1,https://skitour.fr/topos/1336
"Pointes d'Orient, Tour des Rochers de la Grande Paré",Cerces - Thabor - Mont Cenis,45.1207,6.41735,1500,T,3.1,https://skitour.fr/topos/1340
"Col du Tacul, couloir nord du Capucin",Mont Blanc,45.8791,6.887,920,N,5.1,https://skitour.fr/topos/1342
